sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
m;comercio;fabrica de helados;manrique central no. 1;3;4;2018-12-13;6500000;microempresarial
m;comercio;distribuidora de;cabecera san cristobal;1;60;2018-02-28;7800000;microempresarial
m;servicio;taller de mecanica;toscana;3;5;2016-10-26;6890000;microempresarial
f;comercio;variedades;campo valdes no. 1;2;4;2018-05-24;7800000;microempresarial
f;comercio;variedades;guayabal;3;15;2018-03-07;7000000;microempresarial
f;comercio;variedades;santo domingo savio ;1;1;2018-06-22;7800000;microempresarial
f;industria;fabrica de;calasanz;3;12;2016-12-16;6890000;microempresarial
f;servicio;peluqueria;castilla;2;5;2017-07-04;2000000;microempresarial
f;servicio;fabrica de;villatina;1;8;2016-07-15;3000000;microempresarial
f;comercio;comidas rapidas;enciso;2;8;2018-03-07;3000000;microempresarial
m;comercio;variedades;alfonso lopez;3;5;2017-05-23;7000000;microempresarial
f;comercio;tienda;granizal;2;1;2017-09-26;7300000;microempresarial
m;comercio;tienda;moravia;1;4;2018-02-26;650000;microempresarial
f;servicio;comidas rapidas;moravia;1;4;2016-11-19;1000000;microempresarial
f;comercio;tienda;san javier no.2;2;13;2019-02-21;8200000;microempresarial
f;servicio;peluqueria;buenos aires;2;9;2017-03-21;5000000;microempresarial
f;comercio;variedades;el progreso no.2;1;6;2017-09-26;5000000;microempresarial
m;industria;marroquineria;san javier no.1;3;13;2016-02-25;1800000;microempresarial
m;industria;fabrica de;robledo;3;7;2017-10-19;2000000;microempresarial
f;servicio;fabrica de ceramica;doce de octubre no.1;2;6;2016-08-17;6000000;microempresarial
f;comercio;fabrica de;popular;2;1;2017-01-17;7300000;microempresarial
f;comercio;variedades;cabecera san antonio ;2;80;2018-08-14;7800000;microempresarial
f;industria;fabrica de velas;aranjuez;3;4;2016-05-20;1500000;microempresarial
m;industria;fabrica de;manrique central no. 1;2;4;2017-10-12;6000000;microempresarial
f;industria;fabrica de;castilla;2;5;2016-05-17;5000000;microempresarial
m;comercio;granero;santa cruz;1;2;2017-05-22;7377000;microempresarial
f;industria;fabrica de;la francia;2;2;2018-07-04;7800000;microempresarial
m;comercio;variedades;cabecera san antonio ;3;80;2017-07-27;4000000;microempresarial
m;comercio;fabrica de;manrique oriental;3;3;2018-04-18;7800000;microempresarial
f;comercio;almacen de ropa en;buenos aires;3;9;2017-11-17;7377000;microempresarial
f;comercio;variedades;boston;3;10;2017-02-01;7370000;microempresarial
m;comercio;tienda;trinidad;3;15;2017-11-03;4000000;microempresarial
f;comercio;tienda;enciso;1;8;2016-04-26;6500000;microempresarial
f;comercio;tienda naturista;santo domingo savio ;1;1;2018-11-06;7000000;microempresarial
f;comercio;comidas rapidas;doce de octubre no.1;1;6;2017-10-27;7370000;microempresarial
f;comercio;tienda;villa hermosa;3;8;2018-08-21;4000000;microempresarial
f;servicio;peluqueria;guayabal;3;15;2017-07-28;7000000;microempresarial
m;servicio;barberia;miranda;2;4;2018-10-18;7000000;microempresarial
f;comercio;variedades;cabecera san antonio ;2;80;2018-06-05;7800000;microempresarial
f;comercio;almacen de ropa en;castilla;2;5;2016-10-11;3500000;microempresarial
m;industria;fabrica de;la floresta;3;12;2016-04-21;6890000;microempresarial
m;servicio;panaderia;cabecera san cristobal;2;60;2017-07-07;7300000;microempresarial
f;comercio;comidas rapidas;san pablo;2;1;2018-03-05;7800000;microempresarial
m;industria;fabrica de;san javier no.1;3;13;2019-05-20;6000000;microempresarial
f;comercio;miscelanea;robledo;3;7;2017-09-05;7300000;microempresarial
f;comercio;fabrica de alimentos;castilla;2;5;2018-04-03;3000000;microempresarial
f;industria;fabrica de;san javier no.1;1;13;2018-09-24;6000000;microempresarial
f;comercio;variedades;granizal;2;1;2018-06-06;7800000;microempresarial
f;servicio;comidas rapidas;castilla;3;5;2016-05-05;6890000;microempresarial
m;industria;fabrica de;la francia;2;2;2018-11-20;7800000;microempresarial
f;servicio;peluqueria;san javier no.1;1;13;2017-06-15;7370000;microempresarial
m;servicio;mantenimiento en;castilla;3;5;2017-02-01;7200000;microempresarial
f;industria;fabrica de;andalucia;2;2;2018-07-11;1500000;microempresarial
f;comercio;cafeteria;belen;2;16;2016-10-20;4130000;microempresarial
m;agropecuaria;sembrados;cabecera san cristobal;2;60;2017-10-20;7300000;microempresarial
f;comercio;tienda de helados;aranjuez;2;4;2019-05-06;6000000;microempresarial
f;comercio;peluqueria;manrique central no. 2;2;3;2018-03-01;3000000;microempresarial
m;industria;ebanistaria;aranjuez;1;4;2017-10-20;7370000;microempresarial
f;comercio;tienda;buenos aires;2;9;2019-03-05;6000000;microempresarial
f;comercio;almacen de ropa en;la francia;2;2;2017-12-12;6500000;microempresarial
m;comercio;variedades;san javier no.1;3;13;2018-02-21;7377000;microempresarial
f;servicio;peluqueria;olaya herrera;1;7;2017-02-24;7000000;microempresarial
f;comercio;variedades;robledo;2;7;2018-06-15;2000000;microempresarial
f;industria;fabrica de;cabecera san cristobal;2;60;2018-07-25;2000000;microempresarial
f;servicio;cafe e internet;moravia;1;4;2018-04-12;2500000;microempresarial
m;servicio;barberia;robledo;3;7;2018-09-14;5500000;microempresarial
m;comercio;restaurante;san javier no.1;2;13;2018-09-21;7800000;microempresarial
m;comercio;variedades;barrio caicedo;3;9;2016-05-05;5000000;microempresarial
f;comercio;fabrica de calzado;villa niza;1;2;2018-02-13;4000000;microempresarial
f;industria;fabrica de;moravia;2;4;2018-05-24;5000000;microempresarial
f;comercio;tienda;santa cruz;1;2;2018-06-22;7500000;microempresarial
f;comercio;comidas rapidas;pedregal;3;6;2018-04-11;7000000;microempresarial
f;comercio;variedades;moravia;1;4;2016-03-16;6000000;microempresarial
m;comercio;tienda;13 de noviembre;1;8;2017-01-20;6000000;microempresarial
m;servicio;cafe e internet;robledo;2;7;2018-07-09;6000000;microempresarial
f;industria;fabrica de;boyaca;3;5;2017-07-05;7377000;microempresarial
f;comercio;distribuidora de;belen;1;16;2019-04-24;7000000;microempresarial
m;servicio;lavanderia;san javier no.2;1;13;2016-03-28;6000000;microempresarial
f;comercio;lavanderia;castilla;3;5;2018-07-05;7800000;microempresarial
f;servicio;fabrica de juegos;granizal;2;1;2018-03-08;2000000;microempresarial
m;servicio;recreativo educativo;belen;3;16;2016-09-16;6890000;microempresarial
m;comercio;distribuidora de;manrique central no. 1;3;4;2018-04-24;5000000;microempresarial
f;industria;fabrica de calzado;santo domingo savio ;1;1;2017-05-19;7300000;microempresarial
f;comercio;ferreteria;13 de noviembre;1;8;2017-03-01;7377000;microempresarial
m;comercio;tienda;tejelo;3;5;2018-09-12;5000000;microempresarial
f;comercio;papeleria;villa guadalupe;2;1;2016-11-30;6890000;microempresarial
f;comercio;variedades;boston;3;10;2018-09-05;7800000;microempresarial
f;industria;fabrica de;robledo;1;7;2019-01-22;7800000;microempresarial
f;servicio;organización y;cabecera san cristobal;2;60;2016-05-11;5000000;microempresarial
f;comercio;variedades;santo domingo savio ;1;1;2017-10-23;4000000;microempresarial
m;comercio;tienda;belen;2;16;2017-10-12;7200000;microempresarial
m;comercio;restaurante;enciso;1;8;2016-10-19;4000000;microempresarial
f;comercio;variedades;calasanz;2;12;2017-07-27;5000000;microempresarial
f;comercio;fabrica de calzado;pedregal;3;6;2018-10-03;3500000;microempresarial
f;industria;fabrica de;playon de los ;1;2;2019-05-06;3750000;microempresarial
m;comercio;tienda;san javier no.1;2;13;2017-07-28;6000000;microempresarial
f;industria;fabrica de;buenos aires;2;9;2018-09-20;7800000;microempresarial
f;industria;fabrica de;robledo;2;7;2017-02-22;7000000;microempresarial
f;servicio;productos de belleza;cordoba;3;7;2017-10-31;23510000;empresarial ed.
f;industria;fabrica de;20 de julio;2;13;2016-09-07;3000000;microempresarial
m;industria;fabrica de;campo valdes no. 1;2;4;2018-05-04;1800000;microempresarial
m;comercio;distribuidora de;villa del socorro;2;2;2018-12-17;1500000;microempresarial
f;servicio;peluqueria;campo valdes no. 1;2;4;2017-09-06;7000000;microempresarial
f;comercio;peluqueria;robledo;1;7;2018-05-30;7000000;microempresarial
f;industria;fabrica de;robledo;2;7;2016-10-25;5000000;microempresarial
f;comercio;papeleria;san javier no.1;1;13;2018-02-15;6000000;microempresarial
f;comercio;tienda;manrique central no. 1;3;4;2017-06-28;7377000;microempresarial
f;comercio;almacen de ropa en;santo domingo savio ;2;1;2018-03-08;3000000;microempresarial
f;comercio;comidas rapidas;trinidad;3;15;2017-11-22;3000000;microempresarial
m;comercio;ferreteria;cabecera san cristobal;2;60;2016-08-11;3000000;microempresarial
f;comercio;restaurante;manrique central no. 1;2;4;2019-04-29;3000000;microempresarial
f;comercio;almacen de ropa en;belen;3;16;2018-07-25;5000000;microempresarial
f;servicio;variedades;la america;2;12;2017-07-11;5000000;microempresarial
m;industria;fabrica de;castilla;2;5;2018-08-01;7800000;microempresarial
m;servicio;variedades;girardot;3;5;2017-07-07;6000000;microempresarial
m;servicio;taller de mecanica;robledo;3;7;2017-06-08;20000000;empresarial ed.
m;comercio;variedades;buenos aires;2;9;2017-08-08;5000000;microempresarial
f;servicio;comidas rapidas;villa guadalupe;2;1;2016-05-20;6890000;microempresarial
f;servicio;peluqueria;belen;2;16;2017-07-12;7000000;microempresarial
m;servicio;recreativo educativo;aranjuez;3;4;2017-05-17;7377000;microempresarial
f;industria;fabrica de;popular;2;1;2018-04-17;7800000;microempresarial
m;servicio;comidas rapidas;doce de octubre no.1;2;6;2017-07-18;7370000;microempresarial
f;comercio;miscelanea;cabecera san antonio ;3;80;2016-02-17;5000000;microempresarial
f;industria;fabrica de;doce de octubre no.1;2;60;2019-06-04;7000000;microempresarial
m;industria;variedades;el salvador;3;9;2018-05-25;7000000;microempresarial
m;comercio;almacen de ropa en;juan xxiii la quiebra;2;13;2019-02-04;8200000;microempresarial
f;industria;fabrica de;belen;2;16;2018-05-16;7800000;microempresarial
m;comercio;almacen de ropa en;belen;2;16;2017-05-24;5000000;microempresarial
f;industria;fabrica de;belencito;2;13;2017-10-18;2800000;microempresarial
f;industria;fabrica de;enciso;3;8;2019-03-15;8281160;microempresarial
f;comercio;variedades;playon de los ;2;2;2016-11-23;4130000;microempresarial
m;comercio;deposito de;robledo;2;7;2018-02-06;7800000;microempresarial
m;comercio;drogueria;campo valdes no. 1;3;4;2018-03-23;7000000;microempresarial
f;comercio;almacen de ropa en;manrique central no. 1;2;4;2017-04-06;4000000;microempresarial
m;agropecuaria;sembrados;santa elena central;2;90;2017-06-14;14;agropecuaria
m;comercio;restaurante;la colina;2;15;2017-09-26;7000000;microempresarial
m;comercio;variedades;versalles no. 1;2;3;2018-07-03;5000000;microempresarial
m;comercio;variedades;pedregal;3;6;2017-10-26;2000000;microempresarial
f;industria;fabrica de;guayabal;3;15;2018-12-05;3000000;microempresarial
m;comercio;papeleria;robledo;3;7;2017-08-11;7377000;microempresarial
m;comercio;fabrica de;san javier no.1;2;13;2017-09-13;7370000;microempresarial
m;servicio;fabrica de;robledo;2;7;2016-07-26;6890000;microempresarial
f;industria;fabrica de;cordoba;3;7;2017-02-07;7300000;microempresarial
m;comercio;variedades;castilla;3;10;2018-07-27;4000000;microempresarial
f;servicio;peluqueria;la floresta;3;12;2017-09-08;7000000;microempresarial
m;servicio;barberia;villatina;2;8;2017-07-25;7370000;microempresarial
f;industria;fabrica de;trinidad;3;15;2017-10-19;7000000;microempresarial
f;servicio;peluqueria;la america;3;12;2016-03-15;6890000;microempresarial
m;servicio;recreativo educativo;pedregal;3;6;2016-09-22;6350000;microempresarial
f;comercio;tienda;robledo;2;7;2018-05-11;5000000;microempresarial
m;comercio;tienda;cabecera san cristobal;3;60;2019-06-27;8200000;microempresarial
f;comercio;variedades;castilla;2;5;2018-05-15;2000000;microempresarial
f;comercio;ferreteria;juan xxiii la quiebra;2;13;2019-06-25;8000000;microempresarial
m;servicio;organización y;boyaca;3;5;2018-05-17;15000000;empresarial ed.
f;servicio;peluqueria;moravia;2;4;2018-02-15;7800000;microempresarial
f;servicio;venta de lacteos;enciso;3;8;2016-11-24;5000000;microempresarial
m;servicio;comidas rapidas;cabecera san cristobal;3;60;2018-02-08;7800000;microempresarial
m;industria;fabrica de;san javier no.1;2;13;2017-04-06;6000000;microempresarial
f;servicio;variedades;santo domingo savio ;2;1;2016-08-25;6890000;microempresarial
f;comercio;comidas rapidas;las palmas;2;10;2017-07-11;7000000;microempresarial
f;comercio;tienda;san javier no.1;1;13;2017-03-23;6000000;microempresarial
m;comercio;reciclaje;andalucia;2;2;2017-03-08;7377000;microempresarial
f;comercio;variedades;robledo;2;7;2016-11-23;5000000;microempresarial
f;comercio;almacen de ropa en;picacho;1;6;2016-12-07;6800000;microempresarial
f;comercio;papeleria;manrique central no. 1;2;4;2018-09-05;4000000;microempresarial
f;industria;fabrica de;villa hermosa;2;8;2018-06-22;7800000;microempresarial
f;industria;panaderia;villatina;2;8;2017-02-16;7000000;microempresarial
m;industria;fabrica de;buenos aires;2;9;2018-07-11;7800000;microempresarial
f;servicio;fabrica de;santa cruz;2;2;2017-08-24;4000000;microempresarial
m;comercio;tienda de helados;la milagrosa;3;9;2018-07-13;4500000;microempresarial
m;industria;fabrica de;manrique central no. 1;2;4;2018-07-06;7000000;microempresarial
m;servicio;recreativo educativo;santa rosa de lima;2;13;2017-12-12;6000000;microempresarial
m;industria;ferreteria;manrique central no. 1;2;4;2017-04-04;4500000;microempresarial
f;servicio;peluqueria;la milagrosa;3;9;2018-05-18;7800000;microempresarial
f;comercio;peluqueria;enciso;2;8;2019-01-28;8280000;microempresarial
f;comercio;granero;barrio caicedo;2;9;2019-01-23;8000000;microempresarial
m;servicio;fabrica de;la milagrosa;2;9;2017-02-08;7377000;microempresarial
f;comercio;fabrica de;robledo;3;7;2018-01-25;7812000;microempresarial
f;comercio;almacen de ropa en;cristo rey;3;15;2016-11-15;4000000;microempresarial
f;industria;fabrica de;moscu no. 1;1;2;2017-04-26;2500000;microempresarial
f;comercio;almacen de ropa en;doce de octubre no.1;2;6;2018-02-07;7800000;microempresarial
f;industria;fabrica de;doce de octubre no.1;1;6;2018-07-17;5000000;microempresarial
f;comercio;comidas rapidas;buenos aires;3;9;2017-10-30;7000000;microempresarial
f;industria;fabrica de;san javier no.1;1;13;2017-04-06;7000000;microempresarial
m;industria;fabrica de productos;san javier no.1;3;13;2016-12-22;5000000;microempresarial
m;agropecuaria;criadero de animales;palmitas;2;50;2017-10-11;14754340;microempresarial
f;industria;fabrica de;tejelo;3;5;2017-07-07;4000000;microempresarial
m;comercio;variedades;aranjuez;2;4;2018-05-23;4500000;microempresarial
f;comercio;miscelanea;francisco antonio zea;3;5;2017-03-29;3000000;microempresarial
f;comercio;miscelanea;manrique central no. 2;1;3;2018-01-15;5000000;microempresarial
f;servicio;tienda;san antonio;3;8;2017-08-14;5000000;microempresarial
m;comercio;deposito de;cristo rey;3;15;2017-06-15;7300000;microempresarial
f;comercio;comidas rapidas;san german;3;7;2019-01-25;3700000;microempresarial
f;industria;fabrica de;manrique central no. 1;2;4;2017-11-02;6000000;microempresarial
f;industria;fabrica de;la libertad;2;8;2016-08-25;3000000;microempresarial
m;comercio;tienda;manrique central no. 1;2;4;2018-11-28;7000000;microempresarial
f;industria;fabrica de;20 de julio;2;13;2016-05-23;6000000;microempresarial
m;comercio;comidas rapidas;cabecera san cristobal;2;60;2017-07-17;2000000;microempresarial
f;comercio;panaderia;san javier no.1;2;13;2018-02-01;2000000;microempresarial
f;industria;fabrica de;florencia;3;5;2016-06-28;5000000;microempresarial
m;comercio;cerrajeria;villatina;1;8;2018-02-15;3000000;microempresarial
f;servicio;papeleria;robledo;2;7;2018-07-26;2500000;microempresarial
m;servicio;comidas rapidas;el rincon;2;16;2018-05-29;5000000;microempresarial
f;comercio;miscelanea;campo valdes no. 1;3;4;2016-06-14;4000000;microempresarial
m;comercio;deposito de;aranjuez;2;4;2017-09-19;5000000;microempresarial
f;servicio;peluqueria;san javier no.1;2;13;2018-02-07;7800000;microempresarial
f;comercio;productos de belleza;robledo;1;7;2019-03-13;1500000;microempresarial
f;servicio;productos de belleza;robledo;2;7;2019-03-18;8280000;microempresarial
f;industria;marroquineria;pedregal;3;6;2017-12-12;4000000;microempresarial
f;industria;fabrica de;barrio caicedo;2;9;2016-03-18;6443500;microempresarial
m;comercio;cafeteria;blanquizal;1;13;2016-07-13;3000000;microempresarial
f;comercio;tienda;la milagrosa;3;9;2018-04-13;5000000;microempresarial
f;servicio;taller de mecanica;trinidad;1;15;2017-05-08;7000000;microempresarial
f;comercio;peluqueria;manrique central no. 2;2;3;2017-03-22;6900000;microempresarial
f;comercio;variedades;enciso;2;8;2017-03-01;7377000;microempresarial
m;comercio;carniceria;manrique central no. 2;2;3;2018-03-02;7000000;microempresarial
f;comercio;variedades;cordoba;2;7;2017-07-24;7000000;microempresarial
m;comercio;miscelanea;villa hermosa;1;8;2016-09-01;2000000;microempresarial
f;industria;fabrica de;san javier no.1;2;13;2017-11-22;3500000;microempresarial
m;comercio;variedades;manrique central no. 2;1;3;2016-04-05;4100000;microempresarial
m;industria;fabrica de;manrique central no. 1;2;4;2018-10-24;7800000;microempresarial
f;comercio;miscelanea;la francia;2;2;2018-04-25;7800000;microempresarial
m;servicio;barberia;villatina;2;8;2018-06-22;4000000;microempresarial
m;comercio;comidas rapidas;san pablo;2;1;2019-02-22;5000000;microempresarial
f;comercio;tienda;popular;1;1;2017-06-29;7377000;microempresarial
f;comercio;variedades;robledo;2;7;2016-11-23;6890000;microempresarial
m;comercio;miscelanea;manrique central no. 1;2;4;2016-12-13;6900000;microempresarial
f;industria;fabrica de;cabecera san cristobal;3;60;2017-10-04;1200000;microempresarial
m;industria;cerrajeria;la francia;2;2;2018-03-21;7800000;microempresarial
